,vid,label
159,v_rFx-j3NhSgI,8
160,v_BC1ZIeZvFXw,87
161,v_dfex2oZYqmU,58
162,v_ikHGZpkhfNc,87
163,v_v1FHFQ1UZHw,68
164,v_YU0DjX7wvRA,33
165,v_UO9bRJmfMzI,139
166,v_clUgEizjVkM,114
167,v_cz20Wqx9d4Q,2
168,v_aFpWNTroghs,165
169,v_xAI1y9izXOM,2
170,v_hhN1647pP88,101
171,v_tjuYS-6UC_M,71
172,v_WY9zvUkK_4Y,14
173,v_CUtkQIV2eto,194
174,v_ZoKZTceDTLA,84
175,v_QJmoA3byOzo,66
176,v_xeOHoiH-dmo,56
177,v_d8MgSp3oCoA,168
178,v_x4qwV0Ti1Og,162
179,v_AXDa8WmY2og,63
180,v_5LveCNjz_zg,33
181,v_F-jZv4hqYds,21
182,v_79LyHiS908U,108
183,v_p4YTDxTASBI,23
184,v_SMhW9V-cJsQ,196
185,v_yNmV_c3rlLA,108
186,v_iL__89eDRzg,194
187,v_pZzTMUJG9Rk,58
188,v_h4m7bYDVLAc,71
189,v_KEUJ7ulD-_A,4
190,v_xfThpRE6bLc,169
191,v_Mk9n7isIyBs,8
192,v_3xEonDbWxTM,68
193,v_wZgSzWl5Hgg,179
194,v_Q43BuVI2r-s,77
195,v_NO5J7RjTTTo,172
196,v_modITAJlP_0,54
197,v_H8K1E49607E,109
198,v_vNyXwHA_k5A,109
199,v_4XavNhCs-Do,158
200,v_8yFimnZ8XhA,141
201,v_9DIDpTlfBWs,91
202,v_CsCbJSnAhRs,5
203,v_0gm_g4rYCic,136
204,v_ZdwkA72VMKE,37
205,v_TssNxg5XJ-o,76
206,v_gh5di42-RJo,109
207,v_yRup8RDsCzk,24
208,v__nup1BwPnXc,179
209,v_rhfoyYzp93Q,23
210,v_bzZMUbtgZho,169
211,v_EML3BvJxknA,194
212,v_SIX51vtOOek,38
213,v_QdmUojrWdmE,169
214,v_sgwg1C3i-Vw,23
215,v_AV8q7nnOtq4,109
216,v_c6ie4KwFnAs,58
217,v_Zzcj8Eea3Mc,54
218,v__ENXbB6aaa4,87
219,v_hpU50i4WBK8,149
220,v_Mvw0hvMeM-w,4
221,v_Pyf_5Bffu5A,9
222,v_TiiSh9R89vM,162
223,v_88qqQjRPFUQ,57
224,v_L6Uf3epn3zA,23
225,v_0xtS7g7vZLU,155
226,v_jaaWdcA_COY,74
227,v_TlDkQ8SNG64,22
228,v_iEGYd3DJ3Wo,114
229,v_RNqJj9tt3F0,114
230,v_PVAHm5MjHdw,8
231,v_VOGF4tBFEuw,38
232,v_JI5_cMwgnxI,177
233,v_F_DHgp5hERs,185
234,v_FCzT4Knfhqs,71
235,v_WmPkqkqAxyc,38
236,v_tl3wQEusmj8,23
237,v_7Ozl-ud1zTo,169
238,v_nSR-JSqGoWQ,9
239,v_YmhbwAv0Xbc,162
240,v_YIYZHQUOtnA,124
241,v_3cmHM1Yu92s,54
242,v_O9crPOB_9tE,169
243,v_ucR3VztMyeE,183
244,v_b1RAYvxWawA,23
245,v_eQnwUWfah9w,58
246,v_NOXPH0_y4Ww,89
247,v_KpOSIph2hHw,141
248,v_wohWWAB47KM,189
249,v_USaP2UCPBEc,53
250,v_8w9pf_Ecm_U,8
251,v_G72bQBMZmzs,168
252,v_PLvg8riZZVw,76
253,v_Hcoc9euI0tk,157
254,v_oT42qP2zIXo,150
255,v_JyjONoyBr4Q,40
256,v_dEUFGAwRhEM,23
257,v_4mfnfTpcfck,53
258,v_v0mUPr68x2U,170
259,v_owLQzBg4olo,83
260,v_BD_ON66t6rM,23
261,v_MOOeHWuuxlo,54
262,v_PgS2F7NxNBg,97
263,v_1_YFTTzzLrI,121
264,v_LTmYxVYBa90,22
265,v_6LOfAoP4Mg8,68
266,v_e0E2EVuhYu0,149
267,v_nt9tMdFVQ1c,106
268,v_my4UPLGI6w4,13
269,v_zEdAxKm9SLA,177
270,v_VuEy38XdUgA,155
271,v_xfVx1-emCV8,37
272,v_SBJWn8AjK-4,171
273,v_ZpwXqrCxcGg,101
274,v_R2izNBHhctM,33
275,v__i_ERtwvcJE,10
276,v_QJm_B5Hx4DI,0
277,v_xr0tV2KNqgI,19
278,v_8ErMpNsK3_c,183
279,v_xootaiXcXZw,24
280,v_pf9u7M6vafU,83
281,v__B2kFN9MfwU,0
282,v_V4tqzi5uw9Y,38
283,v_t8_XO-nWaYg,121
284,v_klqHoK_8ar8,97
285,v_7xLL5okHSIU,137
286,v_2eep4G5Tgho,38
287,v_28P5f3p_32g,150
288,v_DIF8qouivIU,45
289,v_QLACTCzs0R0,179
290,v_7lNAmkaMyyg,139
291,v_QZi1yBFRZzc,177
292,v_VNROQWtYhlw,69
293,v_pAAGm-KEFW0,0
294,v_0-ReTddxkhg,59
295,v__I8sqYLhRKM,137
296,v_40Sf-iICgzw,108
297,v_D_xht_r3n54,139
298,v_1v5HE_Nm99g,168
299,v_oYmE833AO2w,101
300,v_2LzWCwYtUzs,99
301,v_Vq0-j_C-kZc,19
302,v_pPsqB3tY7hk,155
303,v_XxyTLG8B-Ns,140
304,v_insSTTMSC38,54
305,v_N7ppHQNikv8,18
306,v_JAZu9CWEVbQ,169
307,v_bXrdB5AASAM,24
308,v_N1-TZnH0jy4,69
309,v_OYPyiUC4h68,141
310,v_G1aYtrFJqUc,93
311,v_8nj8tlvLyUo,18
312,v_G5gvb71BB5I,9
313,v_NURIoQoKk1E,12
314,v_SHfFrzy_fKM,22
315,v_IuY073Pr4E4,183
316,v_QhDPo3amF6o,140
317,v_8kGiDHAnTqY,57
318,v_DYahQgHG1Gk,109
319,v_MBouLt-hXDU,88
320,v_RRFC2NrZSf4,108
321,v_wr_1p7obP-g,84
322,v_UpnFBPGFgnw,26
323,v_Zev1KxIua7o,53
324,v_4j7_nh61bvo,168
325,v__CYdiU1sMwc,13
326,v_jmPV_y8YntQ,146
327,v_YnvefOl6a7k,39
328,v_M_OPqcaCDYI,136
329,v_5-ydqbn30kA,83
330,v_XkOO6lc5vxw,177
331,v_QvBG_Da97h8,66
332,v_Tv3v-UpBJ2Y,179
333,v_5Ra6milBrOM,143
334,v_RWjCwIOuzrc,68
335,v_6uNhwOSZXco,162
336,v_fO2fWjYEhMc,35
337,v_XxbuqeqOGaM,150
338,v_Z9gstJONME4,44
339,v_61sN9tqZHwk,63
340,v_erXZ0pZEtGE,130
341,v_E33xUgVqEH0,31
342,v_ICzctKJ6nqc,74
343,v_RIaNmXzBQnE,69
344,v_ykcLgz3DlYg,88
345,v_2Ua6E2a6kT4,97
346,v_apPeChgjzs4,108
347,v_awag66wjX4k,3
348,v_yEFS8M4pgMU,179
349,v_9ddD5Ob93J0,26
350,v_r96PJ548pn8,44
351,v_D9EQ6jCH0_M,98
352,v_hCFCYe_Jp-k,8
353,v_F1-PnXa9SwQ,38
354,v_nGOEmEDesPI,163
355,v_mDqiAEB4Ads,84
356,v_mi_zRluISrE,84
357,v_-2dxp-mv2zo,5
358,v_qX7UMKN6ygM,9
359,v_F4eF_nO2UFs,3
360,v_ZOczr9WCVig,84
361,v_Gg8Ha8OPtZ0,124
362,v_ZJCbT3300OA,162
363,v_rhDxMg72ofo,12
364,v_sN1MPx9hb1I,83
365,v_r3dM-5cZ7e8,170
366,v_v1Iv-ySc2LM,93
367,v_ODx-nocNBos,168
368,v_n0Th8ZqMeGk,163
369,v_lIXHKxbq59c,162
370,v_UojTppgtyCE,177
371,v_Ck0IhZZI5CA,97
372,v_cYLIJC6QjQA,158
373,v_F6FyJl5OQ0A,189
374,v_Paus1tL8KjE,194
375,v_OtcRXishIxw,71
376,v_KHOTebb8UC8,54
377,v_fVzpG-QQ1n8,33
378,v_4o4Vh49v-q4,59
379,v_xZOzVaTezm8,162
380,v_dZMMhVx7yY4,143
381,v_rZmNsUX-7SU,171
382,v_c1T9LbXOVUs,143
383,v_VbhCWRXsEHQ,5
384,v_90LkAH4tZC4,109
385,v_ILARi15rMWI,130
386,v_n9xULD7oYXc,83
387,v_pleP5-tuJ_Q,83
388,v_SHZ9fsusMGc,121
389,v_R_HDifqMHSY,109
390,v_YZacstLO0XA,91
391,v_xYW64moSLKg,170
392,v_xXGc5_0_2QI,21
393,v_on2DKKcvWhE,93
394,v_U_qCCwgS0OM,93
395,v_qfb0Qe7s9oo,89
396,v_2Mj26IwwEiY,68
397,v_FMlWHXByLL0,146
398,v_Tz5eN8gV6F4,63
399,v_lwo7fssfLiw,185
400,v_J8WxSDLZwu0,75
401,v_ZjbBmS8Q8kM,119
402,v_vZzl0RbIQPM,89
403,v_7hEUl8lziZs,84
404,v_5Owjrx-YjjM,81
405,v_kC8DS6b76yI,98
406,v_cJYtpnf5aOM,38
407,v_MZQmJZ_31O0,74
408,v_liI1E_ZZV5w,135
409,v_EjaS2rW81S4,18
410,v_E2sbaDQabkA,146
411,v_pVkwQOp1xZo,97
412,v_TDWbRqIEcts,5
413,v_CoHVA7nr82A,196
414,v_48xSiJdaH2g,68
415,v_w--HmpjK-s8,108
416,v_Xf8y5_b2dq4,98
417,v_ewTlNriXY3c,179
418,v_jqKK2KH6l4Q,24
419,v_3zjhYw-TVQw,165
420,v_fjoaurNKg60,133
421,v_jXARa4T2G8o,163
422,v_L2jO-evVIRE,137
423,v_520b6oA9s-U,88
424,v_zYN_cbLO3MU,169
425,v_uICwWvS_AOo,107
426,v_HBJzxWj7CaY,170
427,v_99Mk5a8Tvyk,40
428,v_8Zgys8Vn-4Y,194
429,v_pON-g7IJKEY,71
430,v_uokQq9Xrjf8,82
431,v_K5X_ytiMuqc,0
432,v_XPN_PSadJ_A,4
433,v_bCtiTOEf9KI,44
434,v_rBsRSdPFOww,150
435,v_sYPd_0tC318,194
436,v_-pLiSHAz4fo,185
437,v_4DFKpHF2aq4,158
438,v_7Iy7Cjv2SAE,63
439,v_EmlmKZ6Gi3Y,141
440,v_rliYO1sEYts,143
441,v_yJgC3-t_ciw,172
442,v_kF-J9mKwA8A,109
443,v_FfVfjZOHsl4,38
444,v_Po3-9ktM5Do,12
445,v_UlGX-5x0Mak,69
446,v_MyPQ_e4dGDw,89
447,v_VEzhpSPnBrY,82
448,v_piKE8obU4JY,53
449,v_X4P9YA6Oabg,14
450,v_wDlbcTFI90o,84
451,v_9BR5LChbBLQ,66
452,v_XFZ5_uNU7jE,99
453,v_bfZZdTPYmos,108
454,v_KuAVv3uS4zc,4
455,v_0D9EmyHxhcg,144
456,v_ksPQdczmNKs,74
457,v_iKJB-RU_PKY,155
458,v_qwJhmfZKdNQ,177
459,v_Fhk2t6beztU,144
460,v_n50dwUENM1E,31
461,v_0je8CeAJABY,43
462,v_GEmuTigZlYA,63
463,v_YS3Q47uz3HI,88
464,v_l7nsRRyzD4k,18
465,v_QeIsJBPG8EM,75
466,v_F4ERtlGMFt4,19
467,v_BV4zqyN8hLs,189
468,v_OjQHQptSXk0,53
469,v_cvEOK7xAPSs,158
470,v_zahB34blHyk,97
471,v_htBt3oP9zuo,68
472,v_JFGJYIZ7ONE,58
473,v_Ouy1exEw_dI,194
474,v_5gBRDguUe8U,3
475,v_KmJFUfqGKZA,149
476,v_3vs3ofTw1vY,162
477,v_-od9zDziq9U,8
478,v_tDG8VoRQTuM,130
479,v_e5VrEH2X8LI,77
480,v_iiY3TE2O1QE,9
481,v_e1tC-0BSwV4,89
482,v_cXw6os9Xk5c,109
483,v_cGtK7bs-TE8,137
484,v_EZZMYzY6Pug,195
485,v_iiyYRmc1YiA,2
486,v_ae-aDWHvAGc,155
487,v_FZix27qFZTc,97
488,v_xUKQWr2aLTU,4
489,v_6jxqb8FyWnQ,2
490,v_rpDBtiySZ3o,106
491,v_VOTBtV0CQ8c,194
492,v_bJkemB0CcKo,91
493,v_5qublDzEgsw,58
494,v_wbrnTczxvVw,74
495,v_fYuJdh9gqr0,101
496,v_9SEc3QVBCo4,145
497,v_5z6q_Ix3kWI,157
498,v_3gpgeAMy6a8,81
499,v_9nE6C-efQdc,143
500,v_hlwSgE7Epwo,8
501,v_wSGrM1nrWq4,12
502,v_8ZyBER6U9Wc,146
503,v_4efxBizoKyQ,98
504,v_98SSjNuSxvM,185
505,v_dL9mlqbG5CU,37
506,v_xmvwhxB1q30,23
507,v_lgXtDr9pNAk,56
508,v_uBkJa679ffE,133
509,v_Ek2OvKMdvys,44
510,v_1t0yXLlX1XE,124
511,v_fgEMvRrOCRI,75
512,v_PV6OCwbp6nQ,146
513,v_Gms3Yt6RrV4,87
514,v_ZIBWRRBft8g,84
515,v_4-_ZQGwppfI,14
516,v_BJuL-yK-I8g,170
517,v_JksdZ0YMkoQ,26
518,v_bGql7ldp84A,5
519,v_wRKFbuczjsw,40
520,v_gEOVtyRAaFY,33
521,v_yWCrbhU_X_U,69
522,v_hwP4uLVR-uc,108
523,v_e9p0xmsU3h0,57
524,v_Mv2L6HxB2dk,144
525,v_lu1bVIcDn4c,91
526,v_qCnHgcP3tM8,10
527,v_q3NOVbRyFfw,141
528,v_EQK_o1qHx7M,89
529,v_aKhD_bFB7MA,130
530,v_8wKBvYGGldQ,25
531,v_qknJO39WUGk,31
532,v_-ApIBtH_pVc,26
533,v_avBlEff5U5U,38
534,v_7AtINKDyH2Q,75
535,v_LpTVTiu8oro,38
536,v_RBkieLmOUlQ,24
537,v_NaTBiY3G3zc,37
538,v_ElXkXNbsZac,68
539,v_3S7EwcX-Rd0,4
540,v_EMOfWVKMqDM,37
541,v_TXq9MO-dYhI,108
542,v_alcSAjjsH9w,91
543,v_jfFnL_o8QS0,75
544,v_PSUGaj7_5LI,124
545,v_CbfgZlo0Ut4,66
546,v_rzsp_r9fq_A,97
547,v_CCL8kqQMCRw,71
548,v_WVM8itzRVjs,75
549,v_Taw5ILRt9hI,144
550,v_jJ5t3ZUxP7Y,10
551,v_Dutm5TiFBqQ,2
552,v_Ax8GCogz6Yg,146
553,v_fnZIksNLUXA,149
554,v_HddRC-twMLc,176
555,v_1ILXipBgbTs,141
556,v_YnFDzvuDJSQ,39
557,v_6lIi6-Y6q10,89
558,v_MuOkEmd4Gp0,4
559,v_a7DEFV0_nCE,81
560,v_dVLIfsEMD8Y,176
561,v_jVp2BsFOIVA,171
562,v_DLJqhYP-C0k,124
563,v_BZK8b0xCkB0,39
564,v_eMkBTRYwBAU,189
565,v_pcFn1KBwn6Y,119
566,v_uG2sRzp5Bk4,107
567,v_Z2GWtB7MGVs,169
568,v_yPEf9ajKwI8,77
569,v_Pu85El6jhao,141
570,v_7-5sFmNf4i4,124
571,v_ETZOazHvdZg,124
572,v_5deGCvJOGg0,37
573,v_BaJwohtZMtA,74
574,v__0mR06FcftE,31
575,v_aVDyPmUgHU0,177
576,v_j5V7kD_HeMw,163
577,v_rVLkm3MLzns,163
578,v_tS-MHCJKMgM,196
579,v_iZtie23nW_A,66
580,v_iPXyExgGD5Q,59
581,v_k4WHaby5jd8,3
582,v_7x5oY2Myd7I,114
583,v_Nn4sVR3__DQ,57
584,v_drarkco9LfQ,2
585,v_lSX_yj2ohls,10
586,v_sLtQvJXnrOE,26
587,v_MQ7k1wig4jk,172
588,v_HXn5ZpSEMqg,195
589,v_vbWdGj1sfO8,44
590,v_pKOwZrmQan4,40
591,v_XTErpg4IdiE,77
592,v_7n1L0evoi34,63
593,v_uZC3WPkta-I,35
594,v_nE0_PaRBXeA,185
595,v_Uw_4gKpmAhI,101
596,v__tPDUYSu1IQ,2
597,v_U4UHEGNFyz8,4
598,v_arTumJHoLB0,0
599,v_Jz2xJx1ICCM,2
600,v_iH8eHkIHrg4,169
601,v_TfIGKODkpPY,81
602,v_L9MTwigRhmk,4
603,v_uWnlmM2uOs4,0
604,v_qdMjXJTsX94,109
605,v_LOINRpWGrlw,124
606,v_5FSdOfvJnek,136
607,v_DHiFKO68gT8,4
608,v_m1pNOYN-DoI,10
609,v_IC-Rd7ouQmE,4
610,v_-fBxVUu0KcQ,9
611,v_QRn9v8F8Nn0,139
612,v_C8hdbmjUMRc,84
613,v_ivBgqENFmt0,56
614,v_DcoHV4WiHQk,18
615,v_ksk7okDk_wY,9
616,v_po9uigsunAU,147
617,v_nOm1JLcBD30,140
618,v_Marb8CMxPV0,40
619,v_tjUuEqmLGeI,8
620,v_5wchVLM0f5Y,121
621,v_22n4w0uferc,195
622,v_Xk3KngL2ZH0,108
623,v_UnZtNrtvSPA,14
624,v_cfwJd80WCZU,130
625,v_eepvgF5Fi_Q,107
626,v_TGVWaA_xTGE,108
627,v_8ZqRn0ovdAI,108
628,v_vt46wY2Q9JQ,39
629,v_f-4PjtdFbP4,13
630,v_7_5VT6QCqNI,12
631,v_NGvote9Y6gI,107
632,v_-wWtZjqIH9o,57
633,v_XXIDYn4H_1A,4
634,v_ypf6WHYpeRU,81
635,v_fc3yCFrmkCU,163
636,v_wfc_R5VnoHU,149
637,v_Scv939uhNCc,121
638,v_Yd98o-oEGvI,40
639,v_I4B52tt3mNM,59
640,v_ndGz8-hHSt4,196
641,v__EZnGbfMqsc,146
642,v_8EDq3cjHhz0,124
643,v_YPXeQVi39nU,169
644,v_Lg-mJS-BZZo,38
645,v_X2LI_I_qw-A,99
646,v_WJwLjPDvLrY,106
647,v_9bnt6lDcF6Y,44
648,v_ok6LTNirAPo,69
649,v_8OCTuqJVToU,170
650,v_iHzyX1djHU4,189
651,v_0EbXjHsMBmM,195
652,v_-UfNSW7yeSo,196
653,v_SjfrdNchlqw,107
654,v_SgkdciuEuKs,31
655,v_B5Zi054Fa5k,121
656,v_47SHPAe0s0k,19
657,v_TpB_zMG3XBA,194
658,v_sV6JEbmqDUw,54
659,v_l8aaaDY4ehA,38
660,v_Ggw7rtn3J-8,196
661,v_qxlVkDpdyOA,130
662,v_ROvaMfVEMSw,21
663,v_6asjaqo0OHc,3
664,v_EoYvQ_pn8KE,37
665,v_SCGQIhvDcIo,119
666,v_2DvMNOas7jY,87
667,v_WYyqptHdgkk,158
668,v_uAKyRSEaY1s,121
669,v_v0NEZPgjcXI,43
670,v_pExl_cwmT8M,144
671,v_3TVKXCyNObQ,87
672,v_gqJE_SZyoIc,54
673,v_fVg3StD8LL0,84
674,v_h91i2x9Gouk,93
675,v_nvsK9ggeics,109
676,v_TwQQPCjT_A4,9
677,v_zX9DZ_x9rJ4,88
678,v_IjBMVPd2Rcs,185
679,v_1FlnQzPzS2Q,147
680,v_Yjkz62cLVdQ,196
681,v_4uwtqRBE4Kk,169
682,v_NzMZlzy5Q9A,168
683,v_M2ntILX6VP0,21
684,v_-ap649M020k,87
685,v_smGijLg8Cho,176
686,v_SHzmpIt0Euw,77
687,v_F_uouNToDWo,185
688,v_jpvgI6bNO1g,158
689,v_LAU_pVRs9RQ,2
690,v_K7oJNZsI1Cc,45
691,v_BKRKHkkZq6g,44
692,v_n7dHbqoEiek,177
693,v_xddZ9YjTGgo,9
694,v_8C6iIFY47Kc,2
695,v_diBZlwUO8rc,150
696,v_rRoRvt4p2LU,136
697,v_AJtJcV2_l1Q,145
698,v_-5KAycAQlC4,189
699,v_bNh4SQ2nR80,12
700,v_WV_MFi9EZeQ,139
701,v_qYN_YrwUCBs,106
702,v_lHnSteuHdZ4,76
703,v_xKPF_SpZ1gQ,21
704,v_QX-uieRfKgg,195
705,v_ilE77hVgjjo,57
706,v_zHXpo62bCaQ,74
707,v_Bdpqtvdx2T8,97
708,v_gYARGADLcmQ,18
709,v_p-lwebxSYyo,97
710,v_17nr8u_ze0o,13
711,v_nOvrsb0XyGk,176
712,v_tEnhhhWqnWQ,74
713,v_fHEUdQY1cdc,19
714,v_nlXavqvgf6A,4
715,v_fwU91k-Vmb8,140
716,v_c9bvuUO9Q0Q,71
717,v_Cj3W6CW3Zbc,145
718,v_xTEXsZO-PVI,194
719,v_6fgk5PKVS2o,162
720,v_ZuuY0xffLYE,12
721,v_zoSNO_k9RoM,133
722,v_a6Wwa7qvlrA,163
723,v_nVk5nIE-6bM,53
724,v_3nvKiZeVfGY,37
725,v_rBmFxH3BUOw,195
726,v_7uk4sqUBhks,157
727,v_Q684UQhx7yI,21
728,v_MjHlAvy2qVY,0
729,v_Eaq95CTpfZI,155
730,v_Gp5Vos--_0k,196
731,v_19YCgLDhfoE,8
732,v_q_DajTs5gIA,33
733,v_IpCYVZ-sMTc,195
734,v_kNkYgYnJTXk,23
735,v_UGCn1zgYboQ,172
736,v_XztphLXwZjU,84
737,v_RJ5U2y6ccvA,194
738,v_e9l3PzP4uGQ,5
739,v_rLlm6h0Nfvo,74
740,v_2Vf8yqNHaGM,71
741,v_ZbS9R9faBQk,91
742,v_Q3FkUH9kImU,155
743,v_ejkGxGrEdO4,40
744,v_uVcyJg_3Fj8,39
745,v_J5wZTdD4XeU,45
746,v_JGRpVcxltKE,89
747,v_w6xH78z3l08,26
748,v_qgJzdtHCebM,19
749,v_C1djGYqkhYI,8
750,v_r7E7cVoJ0JE,145
751,v_gGs1qNxsFTg,121
752,v_jAlYwQevBxA,163
753,v_cMndipw7_As,196
754,v_tl2hDYGBfqU,9
755,v_d3VVwwVkJBs,13
756,v_EmM2yXiiz5c,147
757,v_mZYqH82delk,82
758,v_rBCf1qjOwCc,89
759,v_I-1UKECfQko,162
760,v_4ivePL3RW0Q,5
761,v_hFzMCWZ3Jps,14
762,v_f1YrGAkQd0U,124
763,v_G3cINUdHdGo,176
764,v_6O8QXbjvYKs,124
765,v_AonniE_CsPY,107
766,v_iUe1t0sN4Jo,124
767,v_kbK-9Me0BnA,22
768,v_bM5VpCdPOrw,22
769,v_0_ZLjaAEx5s,14
770,v_wuHLveuf6PQ,144
771,v_fvUckFYBQks,14
772,v_Igm1Mx4Ng1k,38
773,v_fZ729TTJq8g,4
774,v_F79Tzy2i7bI,133
775,v_WwwfCw1dYlg,170
776,v_OrVgspx6Axs,4
777,v_QLVgy-1ydr0,19
778,v_dtvIQ9Pd-Bg,150
779,v_Ho0eNR4jvEg,149
780,v_uR-o9wILN6U,158
781,v_Yf49q7bGpkk,19
782,v_u0WgmhffTyI,172
783,v_4KgCkxpsN2g,136
784,v_zU6SnkNIdrw,5
785,v_vu65aIIJHtU,163
786,v_tN8mcdcwCwc,33
787,v_cuyD4bT4Bvc,144
788,v_29k1TypoU4w,82
789,v_T84iinm8-V0,45
790,v_p7VTBhv3OLY,75
