,vid,label
235,-nRibTFRHJo_000149_000159,9
236,-nwWj-o-7Bc_000218_000228,3
237,-o4930F56oo_000143_000153,11
238,-oC2surIRXA_000002_000012,17
239,-oSKT0KuI3I_000065_000075,5
240,-osau-6p2AU_000027_000037,23
241,-ow3Cfz5Qtk_000100_000110,15
242,-pC5iSaCLcw_000027_000037,29
243,-pQDvTacljU_000004_000014,18
244,-pgllJa29S4_000003_000013,6
245,-ppY7E8G3C0_000207_000217,23
246,-pwPqc5PyY0_000496_000506,10
247,-q2eiIMIdPY_000076_000086,24
248,-qAs48RJWv4_000073_000083,25
249,-qZfxFH0r4E_000050_000060,1
250,-q_FT4Jt23A_000112_000122,23
251,-qnlkFt5e_w_000015_000025,10
252,-qtCebhXbYM_000099_000109,9
253,-rAzbANQlrI_000019_000029,7
254,-rKfz35NgHk_000124_000134,13
255,-rVMqgJiRF0_000030_000040,25
256,-rVYwU5SNsI_000003_000013,16
257,-rVZGOHdeso_000064_000074,14
258,-rrPeji49yg_000036_000046,0
259,-sXb-urx3Y0_000150_000160,10
260,-suOVpc5rXc_000013_000023,4
261,-tGmOoY7SJI_000003_000013,3
262,-tHhal7E82A_000103_000113,9
263,-tPOLadK1As_000000_000010,30
264,-tVcRS3Olmo_000169_000179,10
265,-tXpf_K2BWg_000095_000105,0
266,-tdgy0rTIh0_000029_000039,29
267,-tuKSaADF3c_000022_000032,22
268,-tzRVLORGvY_000015_000025,5
269,-u7qb2_lVfY_000017_000027,18
270,-uRqD8jwqbI_000223_000233,15
271,-uWc-xNt-1I_000004_000014,23
272,-v-Zail6TNw_000024_000034,13
273,-v6FmvDPYDk_000350_000360,10
274,-v_iMUMMX6g_000050_000060,5
275,-vg0_9qr9LQ_000126_000136,8
276,-vhcfkKOILw_000003_000013,21
277,-vhh8d9Ckhk_000001_000011,12
278,-vuzfCsPHC0_000005_000015,28
279,-vxADORE9Vo_000000_000010,2
280,-wKHDyrVYac_000004_000014,23
281,-w_sl89eBJM_000139_000149,2
282,-wnlQz8oACI_000025_000035,12
283,-x0GUhry63g_000017_000027,11
284,-xd3aIXUJuE_000012_000022,5
285,-xqQ7VyJBxg_000000_000010,20
286,-y5tO9tDrT4_000014_000024,30
287,-y9wlqiK5C4_000015_000025,18
288,-yGyuo_jONs_000014_000024,8
289,-yNGuu-nuiI_000037_000047,24
290,0-Gb1q-g_to_000046_000056,1
291,0-IHhwe0hiI_000130_000140,13
292,0-oQBxi06zM_000002_000012,10
293,0-qgSxN4OQc_000007_000017,2
294,0-v_fA3WPXI_000055_000065,27
295,00Dn8_NAlQk_000064_000074,26
296,00Q90Fk4VlE_000212_000222,19
297,00Wq2ULInyY_000002_000012,4
298,00gemR2MiTw_000241_000251,29
299,00oaZubetUo_000161_000171,18
300,01IsL7cOQvM_000003_000013,6
301,01ufCevrEEo_000004_000014,28
302,023vDHQuXBo_000023_000033,5
303,02Rvsxd82H0_000002_000012,23
304,02dApGdszXY_000025_000035,7
305,02lHl-AlVZw_000000_000010,22
306,02mqLT9Y2sc_000059_000069,20
307,02vCm_Uuolg_000084_000094,22
308,02vVymJ73KA_000105_000115,9
309,02zxom7lHXA_000003_000013,0
310,03dk_pVIbfg_000051_000061,9
311,03jVDJT45Y0_000014_000024,12
312,03myzLkvb_E_000053_000063,27
313,04FSkw_vAFo_000096_000106,7
314,04V-Z2eDKMM_000047_000057,24
315,04vBydt4aKw_000032_000042,18
316,0503jIZTbQ0_000000_000010,11
317,05_4O4OektI_000090_000100,19
318,05fDRRpD1cQ_000004_000014,28
319,05ifsdWfJWI_000003_000013,8
320,05qtilDUZ5s_000024_000034,21
321,05wsL12f47w_000058_000068,27
322,060M6aKGzh0_000073_000083,23
323,060Ydpq5kf0_000035_000045,29
324,068UUAWp55Q_000004_000014,17
325,06JLmlOj9II_000245_000255,26
326,06iGSXv8jUM_000105_000115,29
327,07GXIxXFtPw_000103_000113,16
328,07Oel7TK8aQ_000113_000123,8
329,07cQOwiACeM_000054_000064,30
330,07xUClqspr8_000018_000028,21
331,07xteKplxbs_000198_000208,15
332,080tR8-5R7k_000005_000015,7
333,08ABNmlzJT8_000000_000010,6
334,08dBZbo40Ng_000032_000042,6
335,08geW7CrL-4_000021_000031,25
336,08giIwmGdqs_000004_000014,25
337,09pVvvITA-o_000003_000013,23
338,09tMRQJvtJE_000005_000015,6
339,0A2QpjSgGLw_000208_000218,9
340,0A2YItbXud4_000069_000079,26
341,0AkbM87mj-Q_000056_000066,24
342,0AqjFxIXFSA_000040_000050,1
343,0AqpxOQWfAE_000002_000012,21
344,0B9G6YsdAx8_000478_000488,29
345,0BCEmSbiF3g_000015_000025,17
346,0BQUfrcZ0Y0_000020_000030,30
347,0Bzn7lSvTmA_000027_000037,5
348,0CL0WoBPeSU_000228_000238,21
349,0CbHZuA8Tgc_000245_000255,5
350,0CsAQSsgqxk_000074_000084,7
351,0DAJHbg8Wtc_000037_000047,18
352,0DGFWeWk_gk_000057_000067,19
353,0DMS72_ngM0_000034_000044,22
354,0DNHE_cupx0_000022_000032,26
355,0Dbqyd-mHVk_000004_000014,1
356,0DhRNz9YCuw_000001_000011,18
357,0DsJ7Saj2eQ_000011_000021,1
358,0Dycv1PY7Og_000011_000021,8
359,0EjYSj2iJfo_000009_000019,18
360,0EkF51m3Xhw_000128_000138,16
361,0EsIDu_8y6o_000311_000321,11
362,0FKPqZVJfIY_000045_000055,3
363,0FU57bB_bEI_000052_000062,20
364,0Fq6croYsmc_000076_000086,23
365,0GWM3flz3ic_000147_000157,27
366,0GsiopyhDgI_000021_000031,5
367,0H37S12sCXM_000480_000490,27
368,0H56Ph8YMpc_000005_000015,2
369,0H58RG5IG7Y_000139_000149,2
370,0H7GPGkV9Mg_000006_000016,2
371,0HJ8gzNE2JA_000190_000200,9
372,0Hr1KO_XVK4_000090_000100,6
373,0HzHIO_Mn8c_000044_000054,19
374,0I8Ua_rYTzs_000104_000114,9
375,0JRV0ep41QE_000160_000170,17
376,0JX7X8eMZ5M_000057_000067,19
377,0Jm0ojIYia8_000012_000022,21
378,0Jm1eeKPbyk_000001_000011,13
379,0K1GHOu4viA_000150_000160,9
380,0K3qrT8gJcc_000007_000017,9
381,0KNJtZdmFPI_000009_000019,1
382,0KNSkPmmqWg_000467_000477,7
383,0KQ1DERpHok_000005_000015,12
384,0KUe_fP8oa0_000029_000039,3
385,0KqTLFQ6FTs_000017_000027,0
386,0L32fqWezu4_000003_000013,25
387,0L435d3zKFc_000166_000176,25
388,0L465xA6iI0_000000_000010,25
389,0L4S5alFZWk_000055_000065,16
390,0L4yY7fUytA_000014_000024,2
391,0L84E07zeYw_000025_000035,17
392,0LL7YQJ4bWU_000622_000632,9
393,0M4c-KFH9Bg_000090_000100,16
394,0MG-iN-w5UY_000000_000010,1
395,0MVU9SG3nZc_000018_000028,13
396,0MWtgtvlw5s_000008_000018,29
397,0MbpR9XFRUI_000205_000215,14
398,0MuB7oRB148_000047_000057,9
399,0NDB2lMFGv4_000001_000011,2
400,0NN2c3H81tI_000002_000012,14
401,0NdUx-KPitU_000000_000010,6
402,0NeRPJgTvlE_000145_000155,6
403,0Ni3ufvqkBQ_000060_000070,1
404,0NiXqbeVuXU_000101_000111,10
405,0OCVaL0clww_000011_000021,7
406,0OxmVMYh7sE_000062_000072,25
407,0P09Z7TU8Co_000001_000011,14
408,0P1yjyctTT4_000027_000037,16
409,0P3oM5quVRc_000033_000043,16
410,0P4r4EOm3Uw_000097_000107,11
411,0P9eqN6hoOQ_000001_000011,1
412,0PUt5XSDGwA_000004_000014,22
413,0PuZB-8KSRM_000367_000377,24
414,0PzeNynP79g_000062_000072,30
415,0QD0fXAMdqQ_000048_000058,3
416,0QKs5fUXMjU_000047_000057,27
417,0QY1M36Tc40_000040_000050,18
418,0QqDduDEmeo_000013_000023,6
419,0Qwnz9zE9iw_000010_000020,6
420,0RQ2zAcFfvA_000182_000192,19
421,0RpOfc9ERm8_000037_000047,9
422,0Rx5_IEmzpo_000157_000167,27
423,0S20SCkkeFA_000020_000030,5
424,0SE-mWiNx_c_000022_000032,11
425,0SIhZADDVa4_000002_000012,2
426,0SicH29aq0A_000002_000012,21
427,0Sqm8RLZTK4_000014_000024,0
428,0TBAM9jwSrY_000018_000028,4
429,0TBzhlvgiJE_000056_000066,27
430,0TTDwMdPeZU_000001_000011,1
431,0TdX2-rZV4k_000035_000045,3
432,0UPlDPqlVUI_000222_000232,25
433,0UTKZRo0HIg_000144_000154,6
434,0UXvV5iS_eg_000229_000239,12
435,0Uxv0GlU25M_000090_000100,28
436,0Uz544_Ex8w_000029_000039,3
437,0V-vPFLaEcU_000009_000019,16
438,0V91RZRZPt8_000051_000061,12
439,0VExBIcdjs4_000020_000030,1
440,0VKlPcvL3dM_000004_000014,27
441,0VjG9c3NxNM_000001_000011,0
442,0Vr2rGrkGbA_000282_000292,30
443,0W18Y8MMyLo_000085_000095,3
444,0W8QlCxJFkI_000047_000057,22
445,0W9deLvCCQk_000003_000013,1
446,0WGZZbwNbME_000043_000053,1
447,0W_LkZt4ae0_000002_000012,21
448,0WaO8qB40eQ_000035_000045,14
449,0WeqMP6xabk_000072_000082,25
450,0X-bncPSKnA_000047_000057,25
451,0X2IkSJsAEE_000125_000135,13
452,0XEyBtqxh-c_000003_000013,8
453,0XKR4zE_cdQ_000078_000088,5
454,0XRwLmou-xA_000242_000252,18
455,0YStJrAP5Vo_000280_000290,10
456,0YVLlmqEcZM_000002_000012,1
457,0YYwW9ZG160_000000_000010,25
458,0YZHuRx0AUs_000020_000030,25
459,0YaC-YW3JRs_000039_000049,25
460,0YhfLhkQCdY_000197_000207,12
461,0YwecI169LA_000046_000056,17
462,0Zqfqhf5jXI_000060_000070,28
463,0ZuRu4d1nHc_000186_000196,11
464,0_VnOtSrsow_000032_000042,20
465,0_eMRgpwd6c_000162_000172,30
466,0_k6XiBEnBg_000018_000028,22
467,0_sKj7i6EFk_000011_000021,1
468,0_tNR_eU_Ss_000168_000178,25
469,0_tZ4OTT1MI_000256_000266,25
470,0_tznV3JhCc_000368_000378,25
471,0aG29RnTmU4_000121_000131,13
472,0aH-yGW_NyM_000155_000165,4
473,0aNBmnq0Dk4_000052_000062,11
474,0a_1cJMYtxo_000126_000136,27
475,0afCBwMHdHI_000003_000013,21
476,0akd4dI4iCk_000016_000026,16
477,0akw3bNrcmQ_000001_000011,16
478,0bYUAffLy0c_000038_000048,5
479,0ba6-onhLJU_000045_000055,7
480,0bedv8B0ve0_000031_000041,7
481,0c2smafL5nk_000000_000010,4
482,0cP47d_dU9c_000032_000042,18
483,0cWAKtDou4I_000008_000018,18
484,0cm0gm-p-3Y_000331_000341,12
485,0d4rxNCGruk_000034_000044,26
486,0daXPAF1fxg_000039_000049,1
487,0dgmG3h9RLA_000013_000023,8
488,0dl1tKbEjYU_000031_000041,1
489,0eQb87i18v0_000017_000027,1
490,0eZMWre66M4_000055_000065,29
491,0eZzAavRayM_000099_000109,11
492,0fAb5R7HPmg_000003_000013,20
493,0fCZ4MW3jYU_000212_000222,27
494,0fIK3FcF4vk_000011_000021,29
495,0fRhzGBW6tc_000014_000024,3
496,0fTclAz3oj4_000097_000107,27
497,0fj7idXw3vU_000034_000044,1
498,0g13Ut_1ZRs_000029_000039,0
499,0g2Mc_WNXCM_000142_000152,4
500,0gl7ftgE-LU_000195_000205,12
501,0hOiHj9oXlQ_000050_000060,22
502,0hWunh1EEoI_000293_000303,28
503,0hYiyxqNbsQ_000026_000036,4
504,0hh56r3UZkU_000034_000044,25
505,0hhdwUcurPY_000123_000133,25
506,0hheK4sUTls_000245_000255,25
507,0i0YHNDidVw_000000_000010,2
508,0iX0QmnbrK4_000085_000095,18
509,0iirJIky7G8_000015_000025,20
510,0itpHjBcLTc_000423_000433,9
511,0j5npDu_fjI_000014_000024,28
512,0jAW9MSfRqM_000054_000064,1
513,0jIajLhY7nQ_000101_000111,11
514,0jJ92N6nrdY_000013_000023,10
515,0jVfElwRIQ8_000195_000205,23
516,0jeO8Z72DWA_000011_000021,30
517,0jt2lB8AJws_000039_000049,17
518,0jt7eOUUYtk_000002_000012,17
519,0jzenFIgH8k_000219_000229,10
520,0k0mUCgpItw_000017_000027,13
521,0k2bQgq5aaQ_000324_000334,26
522,0k8P58P5dZE_000000_000010,2
523,0k8ZyywA8Ac_000004_000014,2
524,0kCfPvBiwug_000134_000144,7
525,0kRUoB7mtBY_000033_000043,14
526,0kRbR1oswVg_000001_000011,1
527,0kVNJGiziRE_000084_000094,9
528,0kmG4LxeRjw_000093_000103,4
529,0ktMpJ2XwRk_000036_000046,18
530,0kwW_fULnsU_000007_000017,23
531,0l8DJMcH7GU_000004_000014,2
532,0l8W9oB544Q_000043_000053,2
533,0l8wma77J5w_000003_000013,2
534,0lADrGraraw_000021_000031,15
535,0lSG_XwYTHg_000085_000095,25
536,0lokxRagYiE_000009_000019,24
537,0lpJh-H0cWQ_000085_000095,17
538,0ls07il28bc_000004_000014,2
539,0m2haLS_Bcc_000006_000016,0
540,0mAr-o3k1-0_000029_000039,19
541,0mFo7i_SRc4_000009_000019,21
542,0mHZbi8z_gI_000349_000359,12
543,0mPFRt2ZL40_000016_000026,24
544,0mTi_gr0e_Q_000128_000138,27
545,0maltnAX7Xo_000004_000014,3
546,0mdXiQ82onQ_000023_000033,6
547,0me9SRAg3J4_000023_000033,7
548,0nPmDM79H0Y_000099_000109,24
549,0nxJE7G1M1A_000000_000010,6
550,0olhNr566Z0_000018_000028,19
551,0p5Ph99ZFXM_000037_000047,22
552,0p5yisL6F2c_000097_000107,2
553,0pG3n-gbK-8_000035_000045,13
554,0pHUvFWkrYg_000101_000111,1
555,0pMHQRbjb6w_000086_000096,12
556,0pb2dbmNTng_000044_000054,11
557,0phXt0i01vs_000013_000023,7
558,0pvfJqWDHdU_000112_000122,10
559,0pznVln9yhw_000024_000034,22
560,0q4wArdzNZ8_000000_000010,3
561,0qN7oskhwlI_000008_000018,21
562,0qNS2ViyJCg_000017_000027,30
563,0qXt8zULXJw_000022_000032,6
564,0qnwyvAzH94_000088_000098,17
565,0r5xzu8b0bA_000001_000011,13
566,0r8_hA-YPpg_000021_000031,1
567,0rVdxGuX5do_000004_000014,7
568,0sC0BzknJKA_000014_000024,2
569,0snxXPvBH_M_000031_000041,14
570,0suX0PkNa94_000114_000124,21
571,0sx-wV02oG0_000030_000040,1
572,0t2ou6rPPus_000002_000012,22
573,0tQKbIfaBoA_000003_000013,9
574,0tTue2_Q3w0_000071_000081,29
575,0tXk0KzslLk_000087_000097,6
576,0uXp7GNsKP0_000002_000012,18
577,0v-37hu06eE_000000_000010,18
578,0vJBFSDG1ss_000189_000199,11
579,0vL9t0GKTts_000084_000094,16
580,0vs9rVPyGH8_000174_000184,12
581,0vxAWRaNbRE_000124_000134,29
582,0w2gF3RahO8_000156_000166,27
583,0wX2bwUELps_000018_000028,10
584,0wZ9POw0Rt4_000523_000533,10
585,0xQQKj-oERU_000283_000293,11
586,0xVpqjSaO4o_000003_000013,3
587,0xe0Jp5GiAk_000009_000019,3
588,0y4zfUP_gd4_000005_000015,21
589,0yRSkP43Rsw_000034_000044,4
590,0yX4JmEvB3k_000004_000014,13
591,0ybC_a5ikU4_000379_000389,15
592,0yoSzSbdckU_000082_000092,6
593,0zFAutMx200_000026_000036,13
594,0zGcksqMOcg_000002_000012,24
595,0zK8NHangy0_000014_000024,23
596,0zLjcxeoEyM_000104_000114,29
597,1-8R3b9ICO8_000075_000085,29
598,1-CTGzsuoI4_000109_000119,12
599,1-LBcSiDFag_000048_000058,21
600,1-YjiQfOrRA_000032_000042,19
601,1-Zo3rYpWIc_000000_000010,2
602,1-diSjtnG48_000202_000212,12
603,1049Y7NnN5E_000216_000226,7
604,10GdoMvyV64_000117_000127,21
605,10T4WAeMi4I_000019_000029,20
606,10YOXkW1S4M_000003_000013,2
607,10tVZnEDGYs_000116_000126,18
608,11CjBiiv68w_000007_000017,1
609,11TdUFC6kSk_000007_000017,19
610,11coAznxbec_000029_000039,23
611,11gatdodAnk_000065_000075,13
612,11vm6DICgWo_000013_000023,22
613,12AkWkaidz8_000058_000068,6
614,12aTS89Og6Y_000026_000036,23
615,137o9LRW0KI_000079_000089,9
616,13WXyYwjMNA_000000_000010,20
617,13W_9xdaOZE_000068_000078,27
618,13m2HrnIZPI_000377_000387,10
619,141WGu3DwVI_000050_000060,9
620,14LcHlZSgqA_000022_000032,23
621,14LpqkFfn94_000040_000050,19
622,14Om4iy6vdI_000005_000015,24
623,14Sph2O9VtQ_000014_000024,5
624,14vkNiEiVY0_000001_000011,4
625,156mFWd2lNI_000029_000039,10
626,15CRD7WzDQ0_000001_000011,20
627,15IN2PHDvkQ_000076_000086,8
628,15OWGo5QhDU_000215_000225,10
629,15Phv-JqPlo_000019_000029,4
630,15aYpxuAtoc_000003_000013,19
631,15gUABtgW4Q_000013_000023,8
632,163UOpJwnKM_000043_000053,12
633,166HwDJ7kIo_000179_000189,28
634,1671PXARM4o_000193_000203,9
635,16pbCraynSI_000193_000203,20
636,16yeUilQQiA_000008_000018,18
637,173z2ZQuxRE_000001_000011,28
638,17OqptEZ-w8_000001_000011,22
639,17Vr6BXp478_000008_000018,7
640,17ivLGFukBc_000000_000010,20
641,17u2o3lgVp8_000197_000207,25
642,181dlOYLsl4_000038_000048,0
643,18VD5cMZtpc_000108_000118,30
644,18YMaTNTEnU_000319_000329,17
645,18cSSXlQLVY_000015_000025,18
646,18ceUgqcSb8_000042_000052,13
647,18nlKlwYK7w_000203_000213,29
648,18nqTm01llg_000001_000011,15
649,1926p23ooUM_000023_000033,4
