,vid,label
234,-nIkLweYb7w_000004_000014,3
235,-nQBEE7a3wc_000165_000175,6
236,-nRibTFRHJo_000149_000159,9
237,-nwWj-o-7Bc_000218_000228,3
238,-o4930F56oo_000143_000153,11
239,-oC2surIRXA_000002_000012,17
240,-oSKT0KuI3I_000065_000075,5
241,-osau-6p2AU_000027_000037,23
242,-ow3Cfz5Qtk_000100_000110,15
243,-pC5iSaCLcw_000027_000037,29
244,-pQDvTacljU_000004_000014,18
245,-pgllJa29S4_000003_000013,6
246,-ppY7E8G3C0_000207_000217,23
247,-pwPqc5PyY0_000496_000506,10
248,-q2eiIMIdPY_000076_000086,24
249,-qAs48RJWv4_000073_000083,25
250,-qZfxFH0r4E_000050_000060,1
251,-q_FT4Jt23A_000112_000122,23
252,-qnlkFt5e_w_000015_000025,10
253,-qtCebhXbYM_000099_000109,9
254,-rAzbANQlrI_000019_000029,7
255,-rKfz35NgHk_000124_000134,13
256,-rVMqgJiRF0_000030_000040,25
257,-rVYwU5SNsI_000003_000013,16
258,-rVZGOHdeso_000064_000074,14
259,-rrPeji49yg_000036_000046,0
260,-sXb-urx3Y0_000150_000160,10
261,-suOVpc5rXc_000013_000023,4
262,-tGmOoY7SJI_000003_000013,3
263,-tHhal7E82A_000103_000113,9
264,-tPOLadK1As_000000_000010,30
265,-tVcRS3Olmo_000169_000179,10
266,-tXpf_K2BWg_000095_000105,0
267,-tdgy0rTIh0_000029_000039,29
268,-tuKSaADF3c_000022_000032,22
269,-tzRVLORGvY_000015_000025,5
270,-u7qb2_lVfY_000017_000027,18
271,-uRqD8jwqbI_000223_000233,15
272,-uWc-xNt-1I_000004_000014,23
273,-v-Zail6TNw_000024_000034,13
274,-v6FmvDPYDk_000350_000360,10
275,-v_iMUMMX6g_000050_000060,5
276,-vg0_9qr9LQ_000126_000136,8
277,-vhcfkKOILw_000003_000013,21
278,-vhh8d9Ckhk_000001_000011,12
279,-vuzfCsPHC0_000005_000015,28
280,-vxADORE9Vo_000000_000010,2
281,-wKHDyrVYac_000004_000014,23
282,-w_sl89eBJM_000139_000149,2
283,-wnlQz8oACI_000025_000035,12
284,-x0GUhry63g_000017_000027,11
285,-xd3aIXUJuE_000012_000022,5
286,-xqQ7VyJBxg_000000_000010,20
287,-y5tO9tDrT4_000014_000024,30
288,-y9wlqiK5C4_000015_000025,18
289,-yGyuo_jONs_000014_000024,8
290,-yNGuu-nuiI_000037_000047,24
291,0-Gb1q-g_to_000046_000056,1
292,0-IHhwe0hiI_000130_000140,13
293,0-oQBxi06zM_000002_000012,10
294,0-qgSxN4OQc_000007_000017,2
295,0-v_fA3WPXI_000055_000065,27
296,00Dn8_NAlQk_000064_000074,26
297,00Q90Fk4VlE_000212_000222,19
298,00Wq2ULInyY_000002_000012,4
299,00gemR2MiTw_000241_000251,29
300,00oaZubetUo_000161_000171,18
301,01IsL7cOQvM_000003_000013,6
302,01ufCevrEEo_000004_000014,28
303,023vDHQuXBo_000023_000033,5
304,02Rvsxd82H0_000002_000012,23
305,02dApGdszXY_000025_000035,7
306,02lHl-AlVZw_000000_000010,22
307,02mqLT9Y2sc_000059_000069,20
308,02vCm_Uuolg_000084_000094,22
309,02vVymJ73KA_000105_000115,9
310,02zxom7lHXA_000003_000013,0
311,03dk_pVIbfg_000051_000061,9
312,03jVDJT45Y0_000014_000024,12
313,03myzLkvb_E_000053_000063,27
314,04FSkw_vAFo_000096_000106,7
315,04V-Z2eDKMM_000047_000057,24
316,04vBydt4aKw_000032_000042,18
317,0503jIZTbQ0_000000_000010,11
318,05_4O4OektI_000090_000100,19
319,05fDRRpD1cQ_000004_000014,28
320,05ifsdWfJWI_000003_000013,8
321,05qtilDUZ5s_000024_000034,21
322,05wsL12f47w_000058_000068,27
323,060M6aKGzh0_000073_000083,23
324,060Ydpq5kf0_000035_000045,29
325,068UUAWp55Q_000004_000014,17
326,06JLmlOj9II_000245_000255,26
327,06iGSXv8jUM_000105_000115,29
328,07GXIxXFtPw_000103_000113,16
329,07Oel7TK8aQ_000113_000123,8
330,07cQOwiACeM_000054_000064,30
331,07xUClqspr8_000018_000028,21
332,07xteKplxbs_000198_000208,15
333,080tR8-5R7k_000005_000015,7
334,08ABNmlzJT8_000000_000010,6
335,08dBZbo40Ng_000032_000042,6
336,08geW7CrL-4_000021_000031,25
337,08giIwmGdqs_000004_000014,25
338,09pVvvITA-o_000003_000013,23
339,09tMRQJvtJE_000005_000015,6
340,0A2QpjSgGLw_000208_000218,9
341,0A2YItbXud4_000069_000079,26
342,0AkbM87mj-Q_000056_000066,24
343,0AqjFxIXFSA_000040_000050,1
344,0AqpxOQWfAE_000002_000012,21
345,0B7YiFODRFA_000087_000097,22
346,0B9G6YsdAx8_000478_000488,29
347,0BCEmSbiF3g_000015_000025,17
348,0BQUfrcZ0Y0_000020_000030,30
349,0Bzn7lSvTmA_000027_000037,5
350,0CL0WoBPeSU_000228_000238,21
351,0CbHZuA8Tgc_000245_000255,5
352,0CsAQSsgqxk_000074_000084,7
353,0DAJHbg8Wtc_000037_000047,18
354,0DGFWeWk_gk_000057_000067,19
355,0DMS72_ngM0_000034_000044,22
356,0DNHE_cupx0_000022_000032,26
357,0Dbqyd-mHVk_000004_000014,1
358,0DhRNz9YCuw_000001_000011,18
359,0DsJ7Saj2eQ_000011_000021,1
360,0Dycv1PY7Og_000011_000021,8
361,0EjYSj2iJfo_000009_000019,18
362,0EkF51m3Xhw_000128_000138,16
363,0EsIDu_8y6o_000311_000321,11
364,0FKPqZVJfIY_000045_000055,3
365,0FU57bB_bEI_000052_000062,20
366,0Fq6croYsmc_000076_000086,23
367,0GWM3flz3ic_000147_000157,27
368,0GsiopyhDgI_000021_000031,5
369,0H37S12sCXM_000480_000490,27
370,0H56Ph8YMpc_000005_000015,2
371,0H58RG5IG7Y_000139_000149,2
372,0H7GPGkV9Mg_000006_000016,2
373,0HJ8gzNE2JA_000190_000200,9
374,0Hr1KO_XVK4_000090_000100,6
375,0HzHIO_Mn8c_000044_000054,19
376,0I8Ua_rYTzs_000104_000114,9
377,0JRV0ep41QE_000160_000170,17
378,0JX7X8eMZ5M_000057_000067,19
379,0Jm0ojIYia8_000012_000022,21
380,0Jm1eeKPbyk_000001_000011,13
381,0K1GHOu4viA_000150_000160,9
382,0K3qrT8gJcc_000007_000017,9
383,0KNJtZdmFPI_000009_000019,1
384,0KNSkPmmqWg_000467_000477,7
385,0KQ1DERpHok_000005_000015,12
386,0KUe_fP8oa0_000029_000039,3
387,0KqTLFQ6FTs_000017_000027,0
388,0L32fqWezu4_000003_000013,25
389,0L435d3zKFc_000166_000176,25
390,0L465xA6iI0_000000_000010,25
391,0L4S5alFZWk_000055_000065,16
392,0L4yY7fUytA_000014_000024,2
393,0L84E07zeYw_000025_000035,17
394,0LL7YQJ4bWU_000622_000632,9
395,0M4c-KFH9Bg_000090_000100,16
396,0MG-iN-w5UY_000000_000010,1
397,0MVU9SG3nZc_000018_000028,13
398,0MWtgtvlw5s_000008_000018,29
399,0MbpR9XFRUI_000205_000215,14
400,0MuB7oRB148_000047_000057,9
401,0NDB2lMFGv4_000001_000011,2
402,0NN2c3H81tI_000002_000012,14
403,0NdUx-KPitU_000000_000010,6
404,0NeRPJgTvlE_000145_000155,6
405,0Ni3ufvqkBQ_000060_000070,1
406,0NiXqbeVuXU_000101_000111,10
407,0OCVaL0clww_000011_000021,7
408,0OxmVMYh7sE_000062_000072,25
409,0P09Z7TU8Co_000001_000011,14
410,0P1yjyctTT4_000027_000037,16
411,0P3oM5quVRc_000033_000043,16
412,0P4r4EOm3Uw_000097_000107,11
413,0P9eqN6hoOQ_000001_000011,1
414,0PUt5XSDGwA_000004_000014,22
415,0PuZB-8KSRM_000367_000377,24
416,0PzeNynP79g_000062_000072,30
417,0QD0fXAMdqQ_000048_000058,3
418,0QKs5fUXMjU_000047_000057,27
419,0QY1M36Tc40_000040_000050,18
420,0QqDduDEmeo_000013_000023,6
421,0Qwnz9zE9iw_000010_000020,6
422,0RQ2zAcFfvA_000182_000192,19
423,0RpOfc9ERm8_000037_000047,9
424,0Rx5_IEmzpo_000157_000167,27
425,0S20SCkkeFA_000020_000030,5
426,0SE-mWiNx_c_000022_000032,11
427,0SIhZADDVa4_000002_000012,2
428,0SicH29aq0A_000002_000012,21
429,0Sqm8RLZTK4_000014_000024,0
430,0TBAM9jwSrY_000018_000028,4
431,0TBzhlvgiJE_000056_000066,27
432,0TTDwMdPeZU_000001_000011,1
433,0TdX2-rZV4k_000035_000045,3
434,0UPlDPqlVUI_000222_000232,25
435,0UXvV5iS_eg_000229_000239,12
436,0Uxv0GlU25M_000090_000100,28
437,0Uz544_Ex8w_000029_000039,3
438,0V-vPFLaEcU_000009_000019,16
439,0V91RZRZPt8_000051_000061,12
440,0VExBIcdjs4_000020_000030,1
441,0VKlPcvL3dM_000004_000014,27
442,0VjG9c3NxNM_000001_000011,0
443,0Vr2rGrkGbA_000282_000292,30
444,0W18Y8MMyLo_000085_000095,3
445,0W8QlCxJFkI_000047_000057,22
446,0W9deLvCCQk_000003_000013,1
447,0WGZZbwNbME_000043_000053,1
448,0W_LkZt4ae0_000002_000012,21
449,0WaO8qB40eQ_000035_000045,14
450,0WeqMP6xabk_000072_000082,25
451,0X-bncPSKnA_000047_000057,25
452,0X2IkSJsAEE_000125_000135,13
453,0XEyBtqxh-c_000003_000013,8
454,0XKR4zE_cdQ_000078_000088,5
455,0XRwLmou-xA_000242_000252,18
456,0YStJrAP5Vo_000280_000290,10
457,0YVLlmqEcZM_000002_000012,1
458,0YYwW9ZG160_000000_000010,25
459,0YZHuRx0AUs_000020_000030,25
460,0YaC-YW3JRs_000039_000049,25
461,0YhfLhkQCdY_000197_000207,12
462,0YwecI169LA_000046_000056,17
463,0Zqfqhf5jXI_000060_000070,28
464,0ZuRu4d1nHc_000186_000196,11
465,0_VnOtSrsow_000032_000042,20
466,0_eMRgpwd6c_000162_000172,30
467,0_k6XiBEnBg_000018_000028,22
468,0_sKj7i6EFk_000011_000021,1
469,0_tNR_eU_Ss_000168_000178,25
470,0_tZ4OTT1MI_000256_000266,25
471,0_tznV3JhCc_000368_000378,25
472,0aG29RnTmU4_000121_000131,13
473,0aH-yGW_NyM_000155_000165,4
474,0aNBmnq0Dk4_000052_000062,11
475,0a_1cJMYtxo_000126_000136,27
476,0afCBwMHdHI_000003_000013,21
477,0akd4dI4iCk_000016_000026,16
478,0akw3bNrcmQ_000001_000011,16
479,0bYUAffLy0c_000038_000048,5
480,0ba6-onhLJU_000045_000055,7
481,0bedv8B0ve0_000031_000041,7
482,0c2smafL5nk_000000_000010,4
483,0cP47d_dU9c_000032_000042,18
484,0cWAKtDou4I_000008_000018,18
485,0cm0gm-p-3Y_000331_000341,12
486,0d4rxNCGruk_000034_000044,26
487,0daXPAF1fxg_000039_000049,1
488,0dgmG3h9RLA_000013_000023,8
489,0dl1tKbEjYU_000031_000041,1
490,0eQb87i18v0_000017_000027,1
491,0eZMWre66M4_000055_000065,29
492,0eZzAavRayM_000099_000109,11
493,0fAb5R7HPmg_000003_000013,20
494,0fCZ4MW3jYU_000212_000222,27
495,0fIK3FcF4vk_000011_000021,29
496,0fRhzGBW6tc_000014_000024,3
497,0fTclAz3oj4_000097_000107,27
498,0fj7idXw3vU_000034_000044,1
499,0fuCGWU-HtU_000040_000050,28
500,0g13Ut_1ZRs_000029_000039,0
501,0g2Mc_WNXCM_000142_000152,4
502,0gl7ftgE-LU_000195_000205,12
503,0hOiHj9oXlQ_000050_000060,22
504,0hWunh1EEoI_000293_000303,28
505,0hYiyxqNbsQ_000026_000036,4
506,0hh56r3UZkU_000034_000044,25
507,0hhdwUcurPY_000123_000133,25
508,0hheK4sUTls_000245_000255,25
509,0i0YHNDidVw_000000_000010,2
510,0iX0QmnbrK4_000085_000095,18
511,0iirJIky7G8_000015_000025,20
512,0itpHjBcLTc_000423_000433,9
513,0j5npDu_fjI_000014_000024,28
514,0jAW9MSfRqM_000054_000064,1
515,0jIajLhY7nQ_000101_000111,11
516,0jJ92N6nrdY_000013_000023,10
517,0jVfElwRIQ8_000195_000205,23
518,0jeO8Z72DWA_000011_000021,30
519,0jt2lB8AJws_000039_000049,17
520,0jt7eOUUYtk_000002_000012,17
521,0jzenFIgH8k_000219_000229,10
522,0k0mUCgpItw_000017_000027,13
523,0k2bQgq5aaQ_000324_000334,26
524,0k8P58P5dZE_000000_000010,2
525,0k8ZyywA8Ac_000004_000014,2
526,0kCfPvBiwug_000134_000144,7
527,0kRUoB7mtBY_000033_000043,14
528,0kRbR1oswVg_000001_000011,1
529,0kVNJGiziRE_000084_000094,9
530,0kmG4LxeRjw_000093_000103,4
531,0ktMpJ2XwRk_000036_000046,18
532,0kwW_fULnsU_000007_000017,23
533,0l8DJMcH7GU_000004_000014,2
534,0l8W9oB544Q_000043_000053,2
535,0l8wma77J5w_000003_000013,2
536,0lADrGraraw_000021_000031,15
537,0lSG_XwYTHg_000085_000095,25
538,0lokxRagYiE_000009_000019,24
539,0lpJh-H0cWQ_000085_000095,17
540,0ls07il28bc_000004_000014,2
541,0m2haLS_Bcc_000006_000016,0
542,0mAr-o3k1-0_000029_000039,19
543,0mFo7i_SRc4_000009_000019,21
544,0mHZbi8z_gI_000349_000359,12
545,0mPFRt2ZL40_000016_000026,24
546,0mTi_gr0e_Q_000128_000138,27
547,0maltnAX7Xo_000004_000014,3
548,0mdXiQ82onQ_000023_000033,6
549,0me9SRAg3J4_000023_000033,7
550,0nPmDM79H0Y_000099_000109,24
551,0nxJE7G1M1A_000000_000010,6
552,0olhNr566Z0_000018_000028,19
553,0p5Ph99ZFXM_000037_000047,22
554,0p5yisL6F2c_000097_000107,2
555,0pG3n-gbK-8_000035_000045,13
556,0pHUvFWkrYg_000101_000111,1
557,0pMHQRbjb6w_000086_000096,12
558,0pb2dbmNTng_000044_000054,11
559,0phXt0i01vs_000013_000023,7
560,0pvfJqWDHdU_000112_000122,10
561,0pznVln9yhw_000024_000034,22
562,0q4wArdzNZ8_000000_000010,3
563,0qN7oskhwlI_000008_000018,21
564,0qNS2ViyJCg_000017_000027,30
565,0qXt8zULXJw_000022_000032,6
566,0qnwyvAzH94_000088_000098,17
567,0r5xzu8b0bA_000001_000011,13
568,0r8_hA-YPpg_000021_000031,1
569,0rVdxGuX5do_000004_000014,7
570,0sC0BzknJKA_000014_000024,2
571,0snxXPvBH_M_000031_000041,14
572,0suX0PkNa94_000114_000124,21
573,0sx-wV02oG0_000030_000040,1
574,0t2ou6rPPus_000002_000012,22
575,0tQKbIfaBoA_000003_000013,9
576,0tTue2_Q3w0_000071_000081,29
577,0tXk0KzslLk_000087_000097,6
578,0uXp7GNsKP0_000002_000012,18
579,0v-37hu06eE_000000_000010,18
580,0vJBFSDG1ss_000189_000199,11
581,0vL9t0GKTts_000084_000094,16
582,0vs9rVPyGH8_000174_000184,12
583,0vxAWRaNbRE_000124_000134,29
584,0w2gF3RahO8_000156_000166,27
585,0wX2bwUELps_000018_000028,10
586,0wZ9POw0Rt4_000523_000533,10
587,0xQQKj-oERU_000283_000293,11
588,0xVpqjSaO4o_000003_000013,3
589,0xe0Jp5GiAk_000009_000019,3
590,0y4zfUP_gd4_000005_000015,21
591,0yRSkP43Rsw_000034_000044,4
592,0yX4JmEvB3k_000004_000014,13
593,0ybC_a5ikU4_000379_000389,15
594,0yoSzSbdckU_000082_000092,6
595,0zFAutMx200_000026_000036,13
596,0zGcksqMOcg_000002_000012,24
597,0zK8NHangy0_000014_000024,23
598,0zLjcxeoEyM_000104_000114,29
599,1-8R3b9ICO8_000075_000085,29
600,1-CTGzsuoI4_000109_000119,12
601,1-LBcSiDFag_000048_000058,21
602,1-YjiQfOrRA_000032_000042,19
603,1-Zo3rYpWIc_000000_000010,2
604,1-diSjtnG48_000202_000212,12
605,1049Y7NnN5E_000216_000226,7
606,10GdoMvyV64_000117_000127,21
607,10T4WAeMi4I_000019_000029,20
608,10YOXkW1S4M_000003_000013,2
609,10tVZnEDGYs_000116_000126,18
610,11CjBiiv68w_000007_000017,1
611,11TdUFC6kSk_000007_000017,19
612,11coAznxbec_000029_000039,23
613,11gatdodAnk_000065_000075,13
614,11vm6DICgWo_000013_000023,22
615,12AkWkaidz8_000058_000068,6
616,12aTS89Og6Y_000026_000036,23
617,137o9LRW0KI_000079_000089,9
618,13WXyYwjMNA_000000_000010,20
619,13W_9xdaOZE_000068_000078,27
620,13m2HrnIZPI_000377_000387,10
621,141WGu3DwVI_000050_000060,9
622,14LcHlZSgqA_000022_000032,23
623,14LpqkFfn94_000040_000050,19
624,14Om4iy6vdI_000005_000015,24
625,14Sph2O9VtQ_000014_000024,5
626,14vkNiEiVY0_000001_000011,4
627,156mFWd2lNI_000029_000039,10
628,15CRD7WzDQ0_000001_000011,20
629,15IN2PHDvkQ_000076_000086,8
630,15OWGo5QhDU_000215_000225,10
631,15Phv-JqPlo_000019_000029,4
632,15aYpxuAtoc_000003_000013,19
633,15gUABtgW4Q_000013_000023,8
634,163UOpJwnKM_000043_000053,12
635,166HwDJ7kIo_000179_000189,28
636,1671PXARM4o_000193_000203,9
637,16pbCraynSI_000193_000203,20
638,16yeUilQQiA_000008_000018,18
639,173z2ZQuxRE_000001_000011,28
640,17OqptEZ-w8_000001_000011,22
641,17Vr6BXp478_000008_000018,7
642,17ivLGFukBc_000000_000010,20
643,17u2o3lgVp8_000197_000207,25
644,181dlOYLsl4_000038_000048,0
645,18VD5cMZtpc_000108_000118,30
646,18YMaTNTEnU_000319_000329,17
647,18cSSXlQLVY_000015_000025,18
648,18ceUgqcSb8_000042_000052,13
